"Index","Value","Model","Iteration"
1,-0.734809507836041,"ARMA11_M2",1
2,-0.637827175757026,"ARMA11_M2",1
3,-0.372937845367602,"ARMA11_M2",1
4,0.105952464155766,"ARMA11_M2",1
5,-0.196612971316471,"ARMA11_M2",1
6,-0.444913508629461,"ARMA11_M2",1
7,-0.319262437205678,"ARMA11_M2",1
8,-0.458188391963308,"ARMA11_M2",1
9,-1.43926349864652,"ARMA11_M2",1
10,-2.47490674771757,"ARMA11_M2",1
11,0.252243279895694,"ARMA11_M2",1
12,-0.31609275172743,"ARMA11_M2",1
13,1.71957369937774,"ARMA11_M2",1
14,-1.69122685151905,"ARMA11_M2",1
15,-1.04155835970168,"ARMA11_M2",1
16,0.140456385505141,"ARMA11_M2",1
17,0.192202475049279,"ARMA11_M2",1
18,-0.456505693178478,"ARMA11_M2",1
19,2.50618643763162,"ARMA11_M2",1
20,1.40396726842828,"ARMA11_M2",1
21,0.253123094708287,"ARMA11_M2",1
22,-0.928984121029218,"ARMA11_M2",1
23,1.33423265152473,"ARMA11_M2",1
24,-1.02224371165861,"ARMA11_M2",1
25,-1.98516273509796,"ARMA11_M2",1
26,-0.366338913444147,"ARMA11_M2",1
27,-0.938648803532201,"ARMA11_M2",1
28,-0.160271075887593,"ARMA11_M2",1
29,0.455900147703159,"ARMA11_M2",1
30,0.457150151607976,"ARMA11_M2",1
31,0.825656336216909,"ARMA11_M2",1
32,-0.029597127445922,"ARMA11_M2",1
33,-0.672947887905502,"ARMA11_M2",1
34,-0.440677272775772,"ARMA11_M2",1
35,0.0964110494770528,"ARMA11_M2",1
36,0.440503818425349,"ARMA11_M2",1
37,-0.0575268208272785,"ARMA11_M2",1
38,-0.988773232777763,"ARMA11_M2",1
39,0.0769898573997934,"ARMA11_M2",1
40,0.266825567947594,"ARMA11_M2",1
41,0.991861147795526,"ARMA11_M2",1
42,0.517520581422333,"ARMA11_M2",1
43,-0.223254814032064,"ARMA11_M2",1
44,-0.600816153248562,"ARMA11_M2",1
45,0.951407011061281,"ARMA11_M2",1
46,-0.215161172019698,"ARMA11_M2",1
47,-0.871321119243009,"ARMA11_M2",1
48,-2.64072968977427,"ARMA11_M2",1
49,0.450821689824385,"ARMA11_M2",1
50,1.03175372036101,"ARMA11_M2",1
51,-0.140348647783293,"ARMA11_M2",1
52,0.0899978050668235,"ARMA11_M2",1
53,-0.338172146266073,"ARMA11_M2",1
54,1.13772684205685,"ARMA11_M2",1
55,-1.96347193966063,"ARMA11_M2",1
56,1.91469459793562,"ARMA11_M2",1
57,1.79964927879666,"ARMA11_M2",1
58,1.02589189315532,"ARMA11_M2",1
59,0.690446478175089,"ARMA11_M2",1
60,-2.34286228697892,"ARMA11_M2",1
61,-2.44747813456833,"ARMA11_M2",1
62,0.767644206479351,"ARMA11_M2",1
63,1.62903481204535,"ARMA11_M2",1
64,0.244949567520287,"ARMA11_M2",1
65,1.17003874595026,"ARMA11_M2",1
66,0.944663240528128,"ARMA11_M2",1
67,0.249369388693143,"ARMA11_M2",1
68,-0.260995624055595,"ARMA11_M2",1
69,0.276376359362885,"ARMA11_M2",1
70,0.125348998109378,"ARMA11_M2",1
71,1.22214720843739,"ARMA11_M2",1
72,1.71579287474621,"ARMA11_M2",1
73,-0.553714578436548,"ARMA11_M2",1
74,1.20362853079501,"ARMA11_M2",1
75,-0.31884087657668,"ARMA11_M2",1
76,-1.5268317092292,"ARMA11_M2",1
77,-0.599769217046422,"ARMA11_M2",1
78,-0.088048291915159,"ARMA11_M2",1
79,1.27689744232532,"ARMA11_M2",1
80,-0.0373432897589598,"ARMA11_M2",1
81,-0.356628218243671,"ARMA11_M2",1
82,-0.0602822794485589,"ARMA11_M2",1
83,-0.0913818561755102,"ARMA11_M2",1
84,-0.157749957680119,"ARMA11_M2",1
85,-0.932956437760146,"ARMA11_M2",1
