"Index","Value","Model","Iteration"
1,1.50356117183499,"ARMA22_M3",1
2,1.06354091704516,"ARMA22_M3",1
3,-1.29352506203891,"ARMA22_M3",1
4,-0.501444057899338,"ARMA22_M3",1
5,2.27140626638397,"ARMA22_M3",1
6,-1.05072858180395,"ARMA22_M3",1
7,-2.68867525710716,"ARMA22_M3",1
8,3.58538106353597,"ARMA22_M3",1
9,1.60868790740394,"ARMA22_M3",1
10,-5.41834884974154,"ARMA22_M3",1
11,-0.447760846796689,"ARMA22_M3",1
12,3.32900495973757,"ARMA22_M3",1
13,-0.690932661385014,"ARMA22_M3",1
14,-0.785283291428097,"ARMA22_M3",1
15,1.79502157724877,"ARMA22_M3",1
16,0.148149129086481,"ARMA22_M3",1
17,0.879737388512586,"ARMA22_M3",1
18,0.606690798741898,"ARMA22_M3",1
19,-3.67081572273461,"ARMA22_M3",1
20,-0.512453186006095,"ARMA22_M3",1
21,3.32851650698207,"ARMA22_M3",1
22,0.621548015575285,"ARMA22_M3",1
23,-2.02662296829501,"ARMA22_M3",1
24,-0.899262273975703,"ARMA22_M3",1
25,1.37493111792772,"ARMA22_M3",1
26,1.36543257773297,"ARMA22_M3",1
27,-1.52887615320223,"ARMA22_M3",1
28,-0.585748966437403,"ARMA22_M3",1
29,1.30348788803221,"ARMA22_M3",1
30,-0.508836207412422,"ARMA22_M3",1
31,-2.07846839013192,"ARMA22_M3",1
32,0.680122734429934,"ARMA22_M3",1
33,3.37761060799537,"ARMA22_M3",1
34,-2.26016051929104,"ARMA22_M3",1
35,-3.35670921013969,"ARMA22_M3",1
36,2.91159316832234,"ARMA22_M3",1
37,0.738250561426818,"ARMA22_M3",1
38,-2.36480311667603,"ARMA22_M3",1
39,0.477316147741749,"ARMA22_M3",1
40,0.927205459899816,"ARMA22_M3",1
41,-1.10367475679396,"ARMA22_M3",1
42,1.98425196259396,"ARMA22_M3",1
43,2.37448912643327,"ARMA22_M3",1
44,-3.88623256110055,"ARMA22_M3",1
45,-2.71572224059721,"ARMA22_M3",1
46,4.88774004683422,"ARMA22_M3",1
47,4.00281483121245,"ARMA22_M3",1
48,-4.66829352006006,"ARMA22_M3",1
49,-3.60608546757782,"ARMA22_M3",1
50,3.8418281706194,"ARMA22_M3",1
51,1.2222795124015,"ARMA22_M3",1
52,-3.05139643494105,"ARMA22_M3",1
53,0.518783306398426,"ARMA22_M3",1
54,1.49523831435456,"ARMA22_M3",1
55,-1.28237037691179,"ARMA22_M3",1
56,-1.04135312568724,"ARMA22_M3",1
57,1.74326792626941,"ARMA22_M3",1
58,1.2354603619357,"ARMA22_M3",1
59,-1.71904715377855,"ARMA22_M3",1
60,-2.92962917612985,"ARMA22_M3",1
61,-0.686944867248034,"ARMA22_M3",1
62,2.20377521523722,"ARMA22_M3",1
63,2.98350178965201,"ARMA22_M3",1
64,-1.42644845705446,"ARMA22_M3",1
65,-5.09083565218087,"ARMA22_M3",1
66,2.43156153186444,"ARMA22_M3",1
67,6.44752506615117,"ARMA22_M3",1
68,-2.56123817707922,"ARMA22_M3",1
69,-4.64839791105065,"ARMA22_M3",1
70,2.25741453915653,"ARMA22_M3",1
71,4.8875543290589,"ARMA22_M3",1
72,-2.03432031617581,"ARMA22_M3",1
73,-5.96180437965444,"ARMA22_M3",1
74,2.28919935051824,"ARMA22_M3",1
75,4.27950739201388,"ARMA22_M3",1
76,-1.03143133284554,"ARMA22_M3",1
77,-3.54714044466605,"ARMA22_M3",1
78,-2.19042009461036,"ARMA22_M3",1
79,3.7615623335438,"ARMA22_M3",1
80,3.47265480395573,"ARMA22_M3",1
81,-3.255822619656,"ARMA22_M3",1
82,-2.11007299797406,"ARMA22_M3",1
83,2.49519264381021,"ARMA22_M3",1
84,2.00058768769013,"ARMA22_M3",1
85,-4.12150355386825,"ARMA22_M3",1
86,-3.83409274464216,"ARMA22_M3",1
87,3.92834376482815,"ARMA22_M3",1
88,5.99892185790914,"ARMA22_M3",1
89,-2.42301655045442,"ARMA22_M3",1
90,-7.29750455927105,"ARMA22_M3",1
91,2.08407314821344,"ARMA22_M3",1
92,6.62109949689313,"ARMA22_M3",1
93,-1.69326731454661,"ARMA22_M3",1
94,-4.15626946468274,"ARMA22_M3",1
