"Index","Value","Model","Iteration"
1,5.52827597635875,"ARMA22_M1",1
2,2.23183503051952,"ARMA22_M1",1
3,5.16391910024641,"ARMA22_M1",1
4,3.91462008367966,"ARMA22_M1",1
5,4.65718269190741,"ARMA22_M1",1
6,2.67509240579579,"ARMA22_M1",1
7,2.79408635727185,"ARMA22_M1",1
8,0.874190625577903,"ARMA22_M1",1
9,2.286354172407,"ARMA22_M1",1
10,3.3897292034671,"ARMA22_M1",1
11,5.09492575289085,"ARMA22_M1",1
12,4.6651866485789,"ARMA22_M1",1
13,5.87265157634999,"ARMA22_M1",1
14,2.76836671356568,"ARMA22_M1",1
15,5.29883962596525,"ARMA22_M1",1
16,2.22205439783929,"ARMA22_M1",1
17,6.56969805246501,"ARMA22_M1",1
18,4.18331841043457,"ARMA22_M1",1
19,8.67675865140597,"ARMA22_M1",1
20,6.70237134498109,"ARMA22_M1",1
21,9.19729843775782,"ARMA22_M1",1
22,7.86427266996038,"ARMA22_M1",1
23,8.83356992352001,"ARMA22_M1",1
24,7.56040870052473,"ARMA22_M1",1
25,6.87804076340307,"ARMA22_M1",1
26,6.032258926681,"ARMA22_M1",1
27,5.3014449562461,"ARMA22_M1",1
28,3.87975592764097,"ARMA22_M1",1
29,4.56295772404027,"ARMA22_M1",1
30,2.47200090687605,"ARMA22_M1",1
31,2.98466475357586,"ARMA22_M1",1
32,0.633087342821414,"ARMA22_M1",1
33,2.20957190967322,"ARMA22_M1",1
34,-1.31159550895704,"ARMA22_M1",1
35,-0.117648617917666,"ARMA22_M1",1
36,-1.29840469503441,"ARMA22_M1",1
37,-0.373482350309474,"ARMA22_M1",1
38,0.437555560386829,"ARMA22_M1",1
39,1.9920167774357,"ARMA22_M1",1
40,2.09327888430225,"ARMA22_M1",1
41,2.69355407832419,"ARMA22_M1",1
42,-0.145730121564051,"ARMA22_M1",1
43,1.70541649982178,"ARMA22_M1",1
44,-2.06084029579123,"ARMA22_M1",1
45,-0.94358676336188,"ARMA22_M1",1
46,-0.447972326297941,"ARMA22_M1",1
47,-2.21729991778904,"ARMA22_M1",1
48,-0.298772600279256,"ARMA22_M1",1
49,-2.39931271897145,"ARMA22_M1",1
50,-2.9818082730188,"ARMA22_M1",1
51,-3.88668107403311,"ARMA22_M1",1
52,-3.5593768514939,"ARMA22_M1",1
53,-5.05243137806076,"ARMA22_M1",1
54,-2.88358673584853,"ARMA22_M1",1
55,-4.8085381970645,"ARMA22_M1",1
56,-3.3601060250978,"ARMA22_M1",1
57,-5.03441432750729,"ARMA22_M1",1
58,-1.50309069386469,"ARMA22_M1",1
59,-5.67952017801347,"ARMA22_M1",1
60,-0.941832714989995,"ARMA22_M1",1
61,-6.1066680708993,"ARMA22_M1",1
62,-1.31100620438757,"ARMA22_M1",1
63,-5.7316554290962,"ARMA22_M1",1
64,-0.000243220251061826,"ARMA22_M1",1
65,-4.52099387212414,"ARMA22_M1",1
66,-0.102194436600729,"ARMA22_M1",1
