"Time","Value","Model","Run"
1,2.07201094351914,"MA1_M1",1
2,1.34244392620111,"MA1_M1",1
3,-1.4757424209008,"MA1_M1",1
4,0.39110516841788,"MA1_M1",1
5,2.9089413013777,"MA1_M1",1
6,-0.152922478121892,"MA1_M1",1
7,-0.520245939728812,"MA1_M1",1
8,0.280273726985376,"MA1_M1",1
9,-0.698893903428558,"MA1_M1",1
10,-1.8440715892613,"MA1_M1",1
11,-1.65947661858172,"MA1_M1",1
12,-0.689334459230738,"MA1_M1",1
13,1.25969689017659,"MA1_M1",1
14,0.409055358013543,"MA1_M1",1
15,-0.0655925770592042,"MA1_M1",1
16,2.0076566372827,"MA1_M1",1
17,1.75451156931516,"MA1_M1",1
18,1.41816577918402,"MA1_M1",1
19,1.76448332353382,"MA1_M1",1
20,1.41963376238356,"MA1_M1",1
21,-0.114220579692673,"MA1_M1",1
22,-0.574496372089114,"MA1_M1",1
23,0.80920806001838,"MA1_M1",1
24,0.112956216415467,"MA1_M1",1
25,0.154914034493504,"MA1_M1",1
26,-0.190286938251547,"MA1_M1",1
27,1.10812649267517,"MA1_M1",1
28,3.36407713144782,"MA1_M1",1
29,2.07269725826654,"MA1_M1",1
30,1.24605431586552,"MA1_M1",1
31,0.187627837344631,"MA1_M1",1
32,0.413130957147251,"MA1_M1",1
33,0.572767409444416,"MA1_M1",1
34,1.05466232011305,"MA1_M1",1
35,0.560232750511082,"MA1_M1",1
36,0.177623440363365,"MA1_M1",1
37,-2.03909410860846,"MA1_M1",1
38,-0.485023705981438,"MA1_M1",1
39,0.621827593970924,"MA1_M1",1
40,-0.150055668127962,"MA1_M1",1
41,-2.06177049227826,"MA1_M1",1
42,-2.43013571937139,"MA1_M1",1
43,0.979361898660633,"MA1_M1",1
44,2.25154831206216,"MA1_M1",1
45,0.234712948448754,"MA1_M1",1
46,-1.09993637547533,"MA1_M1",1
47,-0.637169318119711,"MA1_M1",1
48,0.630274433805566,"MA1_M1",1
49,1.88955688187877,"MA1_M1",1
50,1.64358376546419,"MA1_M1",1
51,0.804461567589684,"MA1_M1",1
52,-0.310362837394908,"MA1_M1",1
53,-1.62814168838854,"MA1_M1",1
54,-1.76911233740116,"MA1_M1",1
55,-1.12024208339771,"MA1_M1",1
56,-0.624689361015296,"MA1_M1",1
57,-0.476860459770122,"MA1_M1",1
58,0.159095956779601,"MA1_M1",1
59,0.296758750184716,"MA1_M1",1
60,2.12247031642722,"MA1_M1",1
61,2.56754074581744,"MA1_M1",1
62,2.29591246248729,"MA1_M1",1
63,3.27282716473951,"MA1_M1",1
64,2.09085219824533,"MA1_M1",1
65,1.06916168216423,"MA1_M1",1
66,0.75747482993963,"MA1_M1",1
67,1.66348339314183,"MA1_M1",1
68,3.0353392392401,"MA1_M1",1
69,2.727268270662,"MA1_M1",1
70,1.75535549572556,"MA1_M1",1
71,3.04076523043443,"MA1_M1",1
72,0.925548347103705,"MA1_M1",1
73,-0.825342367876461,"MA1_M1",1
74,-0.738313779402032,"MA1_M1",1
75,-1.57100931222652,"MA1_M1",1
76,-0.266613122340034,"MA1_M1",1
77,-0.673212537712816,"MA1_M1",1
78,-1.24956419088367,"MA1_M1",1
79,1.65859674457084,"MA1_M1",1
80,-0.109626198613864,"MA1_M1",1
81,0.019334234811172,"MA1_M1",1
82,1.32171718188685,"MA1_M1",1
83,-0.793138716387693,"MA1_M1",1
84,-0.745382668423828,"MA1_M1",1
85,0.854225579263294,"MA1_M1",1
86,0.395473655835933,"MA1_M1",1
87,1.17500643062672,"MA1_M1",1
88,-1.07334379560057,"MA1_M1",1
89,-3.28278010748509,"MA1_M1",1
90,-0.321747055087832,"MA1_M1",1
91,-1.01484655096035,"MA1_M1",1
92,-0.135878898541125,"MA1_M1",1
93,2.75173563364419,"MA1_M1",1
94,1.75293298472852,"MA1_M1",1
95,0.414348383914064,"MA1_M1",1
96,0.0531543544558781,"MA1_M1",1
97,-0.5638884880239,"MA1_M1",1
98,1.03275792029868,"MA1_M1",1
99,2.46433745468108,"MA1_M1",1
100,0.366496411483781,"MA1_M1",1
101,0.961864253161731,"MA1_M1",1
102,2.22683112944331,"MA1_M1",1
103,0.439475753523071,"MA1_M1",1
104,1.61613013576886,"MA1_M1",1
105,1.81255722349529,"MA1_M1",1
106,-0.572229455521823,"MA1_M1",1
107,-0.680043935357953,"MA1_M1",1
108,-0.571932903821308,"MA1_M1",1
109,-0.238544285558299,"MA1_M1",1
110,0.955554067744749,"MA1_M1",1
111,-1.0896646599812,"MA1_M1",1
112,-0.462800850905452,"MA1_M1",1
113,1.43906202785531,"MA1_M1",1
114,0.269836683704852,"MA1_M1",1
115,0.849018711470641,"MA1_M1",1
116,1.12402230462289,"MA1_M1",1
117,-1.60627080730364,"MA1_M1",1
118,-2.67561734407256,"MA1_M1",1
119,-0.952048784002676,"MA1_M1",1
120,0.963131229861318,"MA1_M1",1
121,3.09800000920548,"MA1_M1",1
122,3.8159575384202,"MA1_M1",1
123,0.925410545004561,"MA1_M1",1
124,-0.659986207644295,"MA1_M1",1
125,-1.16122373082812,"MA1_M1",1
126,-0.272845177619016,"MA1_M1",1
127,0.692845921637565,"MA1_M1",1
128,1.83939411335251,"MA1_M1",1
129,2.69722566779843,"MA1_M1",1
130,2.66039458046196,"MA1_M1",1
131,2.4663554539203,"MA1_M1",1
132,1.2011357735676,"MA1_M1",1
133,0.757971315414672,"MA1_M1",1
134,0.918714756081947,"MA1_M1",1
135,0.238828169318662,"MA1_M1",1
136,-1.3952038094993,"MA1_M1",1
137,-1.51129910095642,"MA1_M1",1
138,-0.100018277512641,"MA1_M1",1
139,-0.900525438527608,"MA1_M1",1
140,-1.07706323532059,"MA1_M1",1
141,-0.312912000263168,"MA1_M1",1
142,-0.890439414173773,"MA1_M1",1
143,-2.03392752948427,"MA1_M1",1
144,-0.640108229611777,"MA1_M1",1
145,-0.541044629608589,"MA1_M1",1
146,-2.81917360745545,"MA1_M1",1
147,-0.925927637453025,"MA1_M1",1
148,2.00851792237616,"MA1_M1",1
149,1.93389947999259,"MA1_M1",1
150,1.65774485690066,"MA1_M1",1
151,1.62877636988076,"MA1_M1",1
152,0.636765452036176,"MA1_M1",1
153,-2.74391606359018,"MA1_M1",1
154,-2.34164141542171,"MA1_M1",1
155,-0.0333838566527916,"MA1_M1",1
156,-1.91702269445528,"MA1_M1",1
157,-0.168000805473151,"MA1_M1",1
158,1.16883183097878,"MA1_M1",1
159,-0.83525390575715,"MA1_M1",1
160,-1.2220673968892,"MA1_M1",1
161,-2.18892547637344,"MA1_M1",1
162,-2.47479074312397,"MA1_M1",1
163,-0.121882727507658,"MA1_M1",1
164,-0.223337666975384,"MA1_M1",1
165,-0.680721235091574,"MA1_M1",1
166,0.143834142580558,"MA1_M1",1
167,-0.424776779722156,"MA1_M1",1
168,-1.38206905680816,"MA1_M1",1
169,1.48520535454609,"MA1_M1",1
170,0.806203510542175,"MA1_M1",1
171,-1.64153649408492,"MA1_M1",1
172,-1.28680432969229,"MA1_M1",1
173,0.319941477339899,"MA1_M1",1
174,0.324730383837326,"MA1_M1",1
175,0.761124784362558,"MA1_M1",1
176,1.0258398366067,"MA1_M1",1
177,-0.30990044979584,"MA1_M1",1
178,-0.791931326310046,"MA1_M1",1
179,0.564686025683548,"MA1_M1",1
