"Time","Value","Model","Run"
1,-0.130029475610276,"AR1_M3",1
2,-0.0933711137761038,"AR1_M3",1
3,0.0999225473696163,"AR1_M3",1
4,-1.25483313331555,"AR1_M3",1
5,0.474705221497187,"AR1_M3",1
6,-0.28605487123813,"AR1_M3",1
7,0.51333874674051,"AR1_M3",1
8,-0.0577602884827667,"AR1_M3",1
9,0.639667015982415,"AR1_M3",1
10,-0.355510499299029,"AR1_M3",1
11,-0.413441178415847,"AR1_M3",1
12,0.238844237449944,"AR1_M3",1
13,0.965314034671201,"AR1_M3",1
14,-0.757195948173979,"AR1_M3",1
15,0.970811567749836,"AR1_M3",1
16,0.666465922027332,"AR1_M3",1
17,-1.93516027408623,"AR1_M3",1
18,1.45738376886721,"AR1_M3",1
19,-1.32244533688068,"AR1_M3",1
20,1.33468594811576,"AR1_M3",1
21,-1.90087479899546,"AR1_M3",1
22,2.12386473838059,"AR1_M3",1
23,-2.744888491518,"AR1_M3",1
24,1.46808325566457,"AR1_M3",1
25,-1.13994051074097,"AR1_M3",1
26,0.225679775778688,"AR1_M3",1
27,-1.21671993131038,"AR1_M3",1
28,-0.353967960887145,"AR1_M3",1
29,-0.0268690807733898,"AR1_M3",1
30,0.396237896348277,"AR1_M3",1
31,-0.401404624623472,"AR1_M3",1
32,1.22264041504255,"AR1_M3",1
33,0.688759779085356,"AR1_M3",1
34,-0.504209276104624,"AR1_M3",1
35,1.45216531114622,"AR1_M3",1
36,-0.843643928474251,"AR1_M3",1
37,1.73922784254972,"AR1_M3",1
38,-1.8827201574041,"AR1_M3",1
39,2.33854041481509,"AR1_M3",1
40,-1.65408940446402,"AR1_M3",1
41,1.99189801047707,"AR1_M3",1
42,-2.26298320876306,"AR1_M3",1
43,2.28477902045567,"AR1_M3",1
44,-0.882706936790817,"AR1_M3",1
45,0.0876076148735205,"AR1_M3",1
46,-1.70742692796793,"AR1_M3",1
47,0.975984533278279,"AR1_M3",1
48,-1.4275197756855,"AR1_M3",1
49,0.51263107970895,"AR1_M3",1
50,1.23406236801321,"AR1_M3",1
51,-2.57948917297426,"AR1_M3",1
52,3.02652144506385,"AR1_M3",1
53,-1.38142976208622,"AR1_M3",1
54,-0.768973024623421,"AR1_M3",1
55,0.488264145280939,"AR1_M3",1
56,-1.06374640556627,"AR1_M3",1
57,1.34886699801054,"AR1_M3",1
58,0.15379656588436,"AR1_M3",1
59,0.96572687399128,"AR1_M3",1
60,-0.956062737728096,"AR1_M3",1
61,2.28015579118796,"AR1_M3",1
62,-2.69593153241477,"AR1_M3",1
63,-0.0366187653641372,"AR1_M3",1
64,1.05606968730193,"AR1_M3",1
65,-1.03202197865061,"AR1_M3",1
66,2.49529684993714,"AR1_M3",1
67,-2.97630412773421,"AR1_M3",1
68,2.46965258452981,"AR1_M3",1
69,-1.83364042669895,"AR1_M3",1
70,1.07102372484448,"AR1_M3",1
71,-0.163016683319862,"AR1_M3",1
72,0.811994911181437,"AR1_M3",1
73,0.244811762337397,"AR1_M3",1
74,0.444199899268885,"AR1_M3",1
75,-0.83712979157145,"AR1_M3",1
76,1.9872658009939,"AR1_M3",1
77,0.459988429277352,"AR1_M3",1
