"Time","Value","Model","Run"
1,0.268977517221961,"AR1_M2",1
2,0.939234630850742,"AR1_M2",1
3,-1.33241730874672,"AR1_M2",1
4,-1.49462338987745,"AR1_M2",1
5,-0.0755834307948881,"AR1_M2",1
6,0.283000485853826,"AR1_M2",1
7,1.35061060539184,"AR1_M2",1
8,-0.795991468455231,"AR1_M2",1
9,-1.74118058972187,"AR1_M2",1
10,-1.48315761847028,"AR1_M2",1
11,-2.45525734461557,"AR1_M2",1
12,0.545936056221645,"AR1_M2",1
13,-0.130946370514543,"AR1_M2",1
14,0.585559660494988,"AR1_M2",1
15,0.160423209303509,"AR1_M2",1
16,0.901960742351856,"AR1_M2",1
17,0.856339728129599,"AR1_M2",1
18,0.0256059437815443,"AR1_M2",1
19,-0.410038842447702,"AR1_M2",1
20,-0.694808827884826,"AR1_M2",1
21,0.862409980746533,"AR1_M2",1
22,1.44609613349393,"AR1_M2",1
23,1.02872058992495,"AR1_M2",1
24,-1.52471806728177,"AR1_M2",1
25,0.121008934599609,"AR1_M2",1
26,-0.285839689050578,"AR1_M2",1
27,-0.123973896576539,"AR1_M2",1
28,0.531287591326735,"AR1_M2",1
29,-1.49608332561303,"AR1_M2",1
30,0.254891009918419,"AR1_M2",1
31,-0.876776454555978,"AR1_M2",1
32,0.156095905865986,"AR1_M2",1
33,-0.839326410385863,"AR1_M2",1
34,-0.315923126963583,"AR1_M2",1
35,0.314386766322265,"AR1_M2",1
36,-0.0859437296275146,"AR1_M2",1
37,0.788480230623405,"AR1_M2",1
38,-0.474703476821876,"AR1_M2",1
39,-0.556358181303234,"AR1_M2",1
40,0.200399519945463,"AR1_M2",1
41,-1.18369007489319,"AR1_M2",1
42,1.83897652650236,"AR1_M2",1
43,0.0200759925836013,"AR1_M2",1
44,-0.536416213669257,"AR1_M2",1
45,0.362781485000092,"AR1_M2",1
46,-1.61908626853763,"AR1_M2",1
47,0.331401730985292,"AR1_M2",1
48,0.124256630092432,"AR1_M2",1
49,0.307629660379054,"AR1_M2",1
50,1.47787452959691,"AR1_M2",1
51,1.56955239327562,"AR1_M2",1
52,-0.166125803135103,"AR1_M2",1
53,-0.381176875276704,"AR1_M2",1
54,-1.78771167149399,"AR1_M2",1
55,-0.958345804473673,"AR1_M2",1
56,0.415356689481178,"AR1_M2",1
57,1.02659144551699,"AR1_M2",1
58,-1.52245908362785,"AR1_M2",1
59,-1.73360413068448,"AR1_M2",1
60,-1.46092900976873,"AR1_M2",1
61,-0.364577440077092,"AR1_M2",1
62,-0.018262513225719,"AR1_M2",1
63,-1.09496118126143,"AR1_M2",1
64,0.0221933988675814,"AR1_M2",1
65,0.974824042025024,"AR1_M2",1
66,0.786224300084898,"AR1_M2",1
67,0.126194208814083,"AR1_M2",1
68,0.234224792625605,"AR1_M2",1
69,1.37022015407269,"AR1_M2",1
70,-0.234529457101563,"AR1_M2",1
71,0.187275341264171,"AR1_M2",1
72,-1.77202539847551,"AR1_M2",1
73,-1.23784980545368,"AR1_M2",1
74,1.19400030961574,"AR1_M2",1
75,0.853177452601956,"AR1_M2",1
76,-0.915231719197123,"AR1_M2",1
77,0.937334226682878,"AR1_M2",1
78,-1.6882494699298,"AR1_M2",1
79,0.906255536192621,"AR1_M2",1
