"Time","Value","Model","Run"
1,-0.434762715660016,"MA2_M3",1
2,1.1510510173798,"MA2_M3",1
3,1.20285471911246,"MA2_M3",1
4,-0.33371894376553,"MA2_M3",1
5,-1.8104761132814,"MA2_M3",1
6,0.14648266362348,"MA2_M3",1
7,0.655526333960085,"MA2_M3",1
8,0.765759238362467,"MA2_M3",1
9,0.0893757962736912,"MA2_M3",1
10,-1.11906282050624,"MA2_M3",1
11,1.77856176380784,"MA2_M3",1
12,1.13888520227428,"MA2_M3",1
13,-0.713028673392918,"MA2_M3",1
14,0.253525833419126,"MA2_M3",1
15,-2.2587088021073,"MA2_M3",1
16,-0.057511936356608,"MA2_M3",1
17,1.35634016463573,"MA2_M3",1
18,-0.866962217336477,"MA2_M3",1
19,-0.80366513110637,"MA2_M3",1
20,0.232800460532623,"MA2_M3",1
21,0.22366273135786,"MA2_M3",1
22,0.0338773452404094,"MA2_M3",1
23,1.21904612264729,"MA2_M3",1
24,-0.0168429791679159,"MA2_M3",1
25,0.443793484777797,"MA2_M3",1
26,-1.19715850808556,"MA2_M3",1
27,-2.83920131782324,"MA2_M3",1
28,0.437510797768026,"MA2_M3",1
29,1.81848690730434,"MA2_M3",1
30,1.2646558136324,"MA2_M3",1
31,0.351119786399205,"MA2_M3",1
32,1.13606514347572,"MA2_M3",1
33,-0.146298204904356,"MA2_M3",1
34,-3.96858991143903,"MA2_M3",1
35,-0.303713039666013,"MA2_M3",1
36,3.04620584256773,"MA2_M3",1
37,-1.88976989756516,"MA2_M3",1
38,-0.954627150465997,"MA2_M3",1
39,1.50841196726462,"MA2_M3",1
40,2.19113882041525,"MA2_M3",1
41,1.0783129429652,"MA2_M3",1
42,-3.59661997736859,"MA2_M3",1
43,-0.992476372112261,"MA2_M3",1
44,1.49498307199161,"MA2_M3",1
45,-0.601261200897058,"MA2_M3",1
46,0.150791358973353,"MA2_M3",1
47,0.615350989799752,"MA2_M3",1
48,-1.04716934622877,"MA2_M3",1
49,-0.146534651482056,"MA2_M3",1
50,1.34532712534764,"MA2_M3",1
51,0.561472057350362,"MA2_M3",1
52,-1.50299107999296,"MA2_M3",1
53,-0.598311720251604,"MA2_M3",1
54,-0.164380433435479,"MA2_M3",1
55,-0.197673311188755,"MA2_M3",1
56,-0.000764018108490916,"MA2_M3",1
57,-0.784280844655235,"MA2_M3",1
58,-2.85641588805008,"MA2_M3",1
59,1.29722854119197,"MA2_M3",1
60,2.69749353841843,"MA2_M3",1
61,-0.172046180397591,"MA2_M3",1
62,0.852729710661291,"MA2_M3",1
63,-2.0327319760705,"MA2_M3",1
64,-0.504653232672105,"MA2_M3",1
65,1.11108889171493,"MA2_M3",1
66,0.530105457596207,"MA2_M3",1
67,-1.09726239439456,"MA2_M3",1
68,-2.52481090942852,"MA2_M3",1
69,0.80297092101944,"MA2_M3",1
70,-0.474102821962875,"MA2_M3",1
71,0.803975358104441,"MA2_M3",1
72,0.486244178103614,"MA2_M3",1
73,-2.40994313708567,"MA2_M3",1
74,0.576827877696427,"MA2_M3",1
75,1.72957763228805,"MA2_M3",1
76,0.381433358815773,"MA2_M3",1
77,1.33258146903932,"MA2_M3",1
78,0.40175681774193,"MA2_M3",1
79,-0.682149933057819,"MA2_M3",1
80,-0.214670160427925,"MA2_M3",1
81,-0.73012433164447,"MA2_M3",1
82,2.12664717271823,"MA2_M3",1
83,-0.2594413410499,"MA2_M3",1
84,-1.36632027267626,"MA2_M3",1
85,-0.469610811982839,"MA2_M3",1
86,0.0550830013484442,"MA2_M3",1
87,0.691509377588034,"MA2_M3",1
88,-0.511914980285003,"MA2_M3",1
89,0.782611200544799,"MA2_M3",1
90,-0.352543398186115,"MA2_M3",1
91,-2.26904368682919,"MA2_M3",1
92,-0.758610455537217,"MA2_M3",1
93,0.322761065153002,"MA2_M3",1
94,1.24907261041055,"MA2_M3",1
95,0.542584186321335,"MA2_M3",1
96,0.435246436332314,"MA2_M3",1
97,-1.09646702635805,"MA2_M3",1
98,-0.419082427901419,"MA2_M3",1
99,2.50986976420049,"MA2_M3",1
100,0.589335421348172,"MA2_M3",1
101,-0.0751925250075776,"MA2_M3",1
102,-1.44319768859353,"MA2_M3",1
103,-1.21716203202262,"MA2_M3",1
104,-0.422214982963784,"MA2_M3",1
105,0.444997813998315,"MA2_M3",1
106,0.670315514467501,"MA2_M3",1
107,-1.31172713416733,"MA2_M3",1
108,-2.60831343374141,"MA2_M3",1
109,0.236713693068975,"MA2_M3",1
110,1.65696560677939,"MA2_M3",1
111,-1.20226592114325,"MA2_M3",1
112,-1.03755951861451,"MA2_M3",1
113,-1.37041059530568,"MA2_M3",1
114,1.7006125764833,"MA2_M3",1
115,1.72689953094602,"MA2_M3",1
116,-0.511355780128288,"MA2_M3",1
117,-0.598618202154202,"MA2_M3",1
118,0.430018788024274,"MA2_M3",1
119,0.622262444038962,"MA2_M3",1
120,-2.20852728177044,"MA2_M3",1
121,1.82680454159573,"MA2_M3",1
122,-0.0665496620867669,"MA2_M3",1
123,-1.72111914835189,"MA2_M3",1
124,1.30681588946806,"MA2_M3",1
125,-1.07265447734286,"MA2_M3",1
126,-0.166546602315489,"MA2_M3",1
127,0.757559191823665,"MA2_M3",1
128,0.315417881266167,"MA2_M3",1
129,1.09674277772887,"MA2_M3",1
130,-1.49683933522212,"MA2_M3",1
131,-0.776323941621481,"MA2_M3",1
132,0.0323426392535704,"MA2_M3",1
133,-1.04755608715236,"MA2_M3",1
134,2.53894594076387,"MA2_M3",1
135,1.42347565180552,"MA2_M3",1
136,-1.31214538849114,"MA2_M3",1
137,-0.565554117560097,"MA2_M3",1
138,-0.73708829298649,"MA2_M3",1
139,0.69811034210683,"MA2_M3",1
140,1.10198773424029,"MA2_M3",1
141,-0.885778232947912,"MA2_M3",1
142,-2.03884609339235,"MA2_M3",1
143,0.994903944563272,"MA2_M3",1
144,1.50409783654728,"MA2_M3",1
145,-2.46918658162089,"MA2_M3",1
146,0.481465598005315,"MA2_M3",1
147,0.99915615366853,"MA2_M3",1
148,2.1519364230041,"MA2_M3",1
149,-0.453504634588188,"MA2_M3",1
150,-1.77832875625515,"MA2_M3",1
151,-0.376647010281989,"MA2_M3",1
152,0.0783285718438515,"MA2_M3",1
153,0.865520840298925,"MA2_M3",1
154,0.275969389748237,"MA2_M3",1
155,0.445007939663539,"MA2_M3",1
156,0.354462501086876,"MA2_M3",1
157,-0.587412881373109,"MA2_M3",1
158,-0.775507412180604,"MA2_M3",1
159,2.13409240098328,"MA2_M3",1
160,1.19569290113029,"MA2_M3",1
161,-2.29712735589399,"MA2_M3",1
162,-2.89044042850209,"MA2_M3",1
163,1.55541134778563,"MA2_M3",1
164,1.44470046553424,"MA2_M3",1
165,-2.36527143241935,"MA2_M3",1
166,1.19759307850146,"MA2_M3",1
167,-0.524413012180571,"MA2_M3",1
168,-4.04073261814465,"MA2_M3",1
169,-0.181689157557778,"MA2_M3",1
170,2.97608587766094,"MA2_M3",1
171,0.282032074998261,"MA2_M3",1
172,-0.803865470081543,"MA2_M3",1
173,1.89882441711334,"MA2_M3",1
174,-1.49256108314973,"MA2_M3",1
175,-2.78734850234892,"MA2_M3",1
176,1.27572828893041,"MA2_M3",1
177,2.48437002654256,"MA2_M3",1
178,3.63565215371109,"MA2_M3",1
179,-2.87912203817879,"MA2_M3",1
180,-3.74968977919418,"MA2_M3",1
181,1.88467537967027,"MA2_M3",1
182,0.409407191964169,"MA2_M3",1
183,-0.486743164937773,"MA2_M3",1
184,0.939147152305599,"MA2_M3",1
185,0.932628688595749,"MA2_M3",1
186,0.594218799554763,"MA2_M3",1
187,-1.7448188388336,"MA2_M3",1
188,-0.989065179986644,"MA2_M3",1
189,-0.33744405639347,"MA2_M3",1
190,-1.49730163550579,"MA2_M3",1
191,0.914979629351496,"MA2_M3",1
192,0.684195404752359,"MA2_M3",1
193,0.905303582568779,"MA2_M3",1
194,-1.48238884814876,"MA2_M3",1
195,-1.12708954170954,"MA2_M3",1
196,0.920132981742694,"MA2_M3",1
197,2.08402371790612,"MA2_M3",1
198,0.228378661666614,"MA2_M3",1
199,-1.08363146563457,"MA2_M3",1
200,0.526807797604176,"MA2_M3",1
201,0.962842947071569,"MA2_M3",1
202,2.12716409125307,"MA2_M3",1
203,-1.42173791398198,"MA2_M3",1
204,-0.347100270020161,"MA2_M3",1
205,1.68406134251959,"MA2_M3",1
206,-1.46746929466223,"MA2_M3",1
207,-1.16700070412092,"MA2_M3",1
208,0.256252676834632,"MA2_M3",1
209,-0.656644459373013,"MA2_M3",1
210,0.914447112147498,"MA2_M3",1
211,0.646793294102549,"MA2_M3",1
212,-0.982353757566209,"MA2_M3",1
213,0.0908663189734328,"MA2_M3",1
214,-0.264110580198224,"MA2_M3",1
215,0.96113666678156,"MA2_M3",1
216,0.704687551052102,"MA2_M3",1
217,-1.70224843483854,"MA2_M3",1
218,1.73788153387379,"MA2_M3",1
219,-0.0140530819765904,"MA2_M3",1
220,-2.37580056580142,"MA2_M3",1
221,0.937449974794184,"MA2_M3",1
222,0.813460065073963,"MA2_M3",1
223,-1.07566979817972,"MA2_M3",1
224,-2.15057470065947,"MA2_M3",1
225,2.37437387838719,"MA2_M3",1
226,0.852934395002904,"MA2_M3",1
227,-2.10106676213656,"MA2_M3",1
228,1.09480879536484,"MA2_M3",1
229,2.03739349936322,"MA2_M3",1
230,1.10297664354232,"MA2_M3",1
231,-0.865197640566282,"MA2_M3",1
232,-0.777439902289888,"MA2_M3",1
233,0.805664721262326,"MA2_M3",1
234,0.413316726292751,"MA2_M3",1
235,-1.67733266088538,"MA2_M3",1
236,-1.31352104608131,"MA2_M3",1
237,1.85300374319733,"MA2_M3",1
238,0.317662669539956,"MA2_M3",1
239,-1.58991566334633,"MA2_M3",1
240,1.75829386946172,"MA2_M3",1
241,0.432893771016245,"MA2_M3",1
242,-1.74457137512543,"MA2_M3",1
243,0.350546404469445,"MA2_M3",1
244,0.207459489279419,"MA2_M3",1
245,1.38622704447507,"MA2_M3",1
246,-0.249950990961348,"MA2_M3",1
247,-1.33445673139298,"MA2_M3",1
248,2.43125958999895,"MA2_M3",1
249,-0.567624079333318,"MA2_M3",1
250,-0.0239984210482158,"MA2_M3",1
251,1.98375716434609,"MA2_M3",1
252,-1.87882063690261,"MA2_M3",1
253,-0.614766676205095,"MA2_M3",1
254,-0.417448019523101,"MA2_M3",1
255,-0.194340421987157,"MA2_M3",1
256,1.3739403719505,"MA2_M3",1
257,0.221214724704142,"MA2_M3",1
258,-0.485030597918613,"MA2_M3",1
259,-0.115460542510268,"MA2_M3",1
260,0.121695635547626,"MA2_M3",1
261,0.953236279046399,"MA2_M3",1
262,0.842684297550831,"MA2_M3",1
263,-1.15672045461068,"MA2_M3",1
264,1.78953151488629,"MA2_M3",1
265,1.48306843725778,"MA2_M3",1
266,-2.01830901631847,"MA2_M3",1
267,-1.24627122901837,"MA2_M3",1
268,-0.322511350508662,"MA2_M3",1
269,0.127909267525504,"MA2_M3",1
270,2.40660903255101,"MA2_M3",1
271,-0.475181686244069,"MA2_M3",1
272,-1.69935783789113,"MA2_M3",1
273,0.207043468040011,"MA2_M3",1
274,0.781445771697377,"MA2_M3",1
275,3.28841257502514,"MA2_M3",1
276,-0.221619998691293,"MA2_M3",1
277,-2.75780591274321,"MA2_M3",1
278,0.249354884074345,"MA2_M3",1
