"Index","Value","Model","Iteration"
1,0.353290019866096,"ARMA11_M4",1
2,1.40202227669274,"ARMA11_M4",1
3,0.830866750570955,"ARMA11_M4",1
4,-1.16357056794506,"ARMA11_M4",1
5,0.292586894513799,"ARMA11_M4",1
6,0.596748413767612,"ARMA11_M4",1
7,0.367391446329811,"ARMA11_M4",1
8,0.116355314806443,"ARMA11_M4",1
9,-2.99023863849328,"ARMA11_M4",1
10,0.199614214557251,"ARMA11_M4",1
11,1.39938633750018,"ARMA11_M4",1
12,1.41473540000708,"ARMA11_M4",1
13,-0.780683851445193,"ARMA11_M4",1
14,-0.1614053019297,"ARMA11_M4",1
15,-0.78430516186715,"ARMA11_M4",1
16,1.21707893132166,"ARMA11_M4",1
17,0.987752448072865,"ARMA11_M4",1
18,1.60778096395418,"ARMA11_M4",1
19,0.0628686473119074,"ARMA11_M4",1
20,0.10846449115849,"ARMA11_M4",1
21,0.109544598911302,"ARMA11_M4",1
22,-0.905047505865352,"ARMA11_M4",1
23,0.69176934291903,"ARMA11_M4",1
24,0.0551276201689734,"ARMA11_M4",1
25,0.292623072278392,"ARMA11_M4",1
26,1.10112038122641,"ARMA11_M4",1
27,-1.9204947006847,"ARMA11_M4",1
28,0.894343071652209,"ARMA11_M4",1
29,2.09610821537243,"ARMA11_M4",1
30,-0.275768889477131,"ARMA11_M4",1
31,-0.886626235144715,"ARMA11_M4",1
32,-2.3489283403925,"ARMA11_M4",1
33,0.128700370810248,"ARMA11_M4",1
34,0.620742876122615,"ARMA11_M4",1
35,0.267818866952622,"ARMA11_M4",1
36,-0.22437960274131,"ARMA11_M4",1
37,0.893183218129687,"ARMA11_M4",1
38,0.655121579119851,"ARMA11_M4",1
39,-0.358812305624942,"ARMA11_M4",1
40,-1.40032526535947,"ARMA11_M4",1
41,-0.318159885479469,"ARMA11_M4",1
42,-0.0881000250965071,"ARMA11_M4",1
43,0.334035456932665,"ARMA11_M4",1
44,0.928256326848925,"ARMA11_M4",1
45,-0.127508643885429,"ARMA11_M4",1
46,-0.0762827255436356,"ARMA11_M4",1
47,1.79923108838818,"ARMA11_M4",1
48,-0.693995267986712,"ARMA11_M4",1
49,1.22697311181146,"ARMA11_M4",1
50,-0.60219850456351,"ARMA11_M4",1
51,0.53671615013318,"ARMA11_M4",1
52,-1.7107213855434,"ARMA11_M4",1
53,0.158500790787712,"ARMA11_M4",1
54,-0.245380451750617,"ARMA11_M4",1
55,-0.365951741135158,"ARMA11_M4",1
56,-0.820161075860957,"ARMA11_M4",1
57,-0.870414875633714,"ARMA11_M4",1
58,-0.872069392652071,"ARMA11_M4",1
59,0.62319382968971,"ARMA11_M4",1
60,-0.796849829629724,"ARMA11_M4",1
61,-0.317502828407408,"ARMA11_M4",1
62,-1.13070868117635,"ARMA11_M4",1
63,-0.3351375880942,"ARMA11_M4",1
64,0.336119170331689,"ARMA11_M4",1
65,0.0997341537766457,"ARMA11_M4",1
66,0.340389397949965,"ARMA11_M4",1
67,-1.37413468207365,"ARMA11_M4",1
68,-0.141902998682974,"ARMA11_M4",1
69,-0.938730972343374,"ARMA11_M4",1
70,-1.30103922988791,"ARMA11_M4",1
71,1.14376954919262,"ARMA11_M4",1
72,-0.426492874528455,"ARMA11_M4",1
73,-0.153540021672697,"ARMA11_M4",1
74,0.280242378156262,"ARMA11_M4",1
75,-0.369105121326389,"ARMA11_M4",1
76,-0.456173344181554,"ARMA11_M4",1
77,0.0337928282068066,"ARMA11_M4",1
78,-1.23515990210943,"ARMA11_M4",1
79,-0.0318483154408866,"ARMA11_M4",1
80,-0.70434405907147,"ARMA11_M4",1
81,0.579908735326996,"ARMA11_M4",1
82,1.42326985006212,"ARMA11_M4",1
83,-0.652498023643053,"ARMA11_M4",1
84,0.261487279900264,"ARMA11_M4",1
85,-0.969898050174939,"ARMA11_M4",1
86,-0.534859836566438,"ARMA11_M4",1
87,0.0436530978595842,"ARMA11_M4",1
88,-0.152991992045388,"ARMA11_M4",1
89,-1.52762349551688,"ARMA11_M4",1
90,-0.391150100363208,"ARMA11_M4",1
91,0.510106583425881,"ARMA11_M4",1
92,-1.24423440139156,"ARMA11_M4",1
93,1.29132963013111,"ARMA11_M4",1
94,1.0537183946728,"ARMA11_M4",1
95,1.80238051999686,"ARMA11_M4",1
96,1.07311705700619,"ARMA11_M4",1
97,-0.860739612548354,"ARMA11_M4",1
